,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
804,336,one-to-many,dn_353,ngm_379 ngm_380,Ippolita,Ippolita,PROPN,PROPN,nmod,nmod,explicit_full,
805,336,one-to-many,dn_353,ngm_379 ngm_380,MISSING,Ippolita,MISSING,DET,MISSING,nmod,leftover_target,
806,337,one-to-one,dn_354,ngm_381,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
807,337,one-to-one,dn_354,ngm_381,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3217020065676813
808,337,one-to-one,dn_354,ngm_381,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2720962231344504
809,337,one-to-one,dn_354,ngm_381,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
810,337,one-to-one,dn_354,ngm_381,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
811,337,one-to-one,dn_354,ngm_381,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
812,337,one-to-one,dn_354,ngm_381,Ippolita,Ippolita,PRON,PRON,nmod,nmod,explicit_full,
813,337,one-to-one,dn_354,ngm_381,MISSING,Ippolita,MISSING,PRON,MISSING,obj,leftover_target,
814,337,one-to-one,dn_354,ngm_381,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
815,338,one-to-one,dn_355,ngm_382,Giorgio,Giorgio,PRON,DET,obj,nmod,explicit_ref_only,
816,338,one-to-one,dn_355,ngm_382,Ippolita,Ippolita,PRON,PRON,nsubj,nmod,explicit_ref_pos,
817,338,one-to-one,dn_355,ngm_382,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
818,339,one-to-one,dn_356,ngm_383,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
819,339,one-to-one,dn_356,ngm_383,Giorgio Ippolita,Giorgio Ippolita,PRON-REFLEX,PRON,obj,obj,reflex_obj,
820,339,one-to-one,dn_356,ngm_383,Giorgio Ippolita,Giorgio Ippolita,PRON-REFLEX,NOUN,obj,obj,reflex_obj,
821,339,one-to-one,dn_356,ngm_383,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
822,339,one-to-one,dn_356,ngm_383,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
823,339,one-to-one,dn_356,ngm_383,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
824,339,one-to-one,dn_356,ngm_383,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
825,340,many-to-one,dn_357 dn_358,ngm_384,guardians,guardians,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.6100891810197097
826,340,many-to-one,dn_357 dn_358,ngm_384,guardians,guardians,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.6537644810401476
827,341,one-to-one,dn_359,ngm_385,guardians,guardians,NOUN,NOUN,nmod,nmod,explicit_full,
828,342,one-to-one,dn_360,ngm_386,guardians,guardians,NULL,NULL,nsubj,nsubj,zero_zero_single,
829,343,one-to-many,dn_361,ngm_387 ngm_388,Giorgio Ippolita,Giorgio Ippolita,NOUN,NOUN,obj,obj,explicit_full,
830,343,one-to-many,dn_361,ngm_387 ngm_388,guardians,MISSING,NOUN,MISSING,obj,MISSING,leftover_source,
831,344,one-to-one,dn_362,ngm_389,Giorgio Ippolita,Giorgio Ippolita,NOUN,PRON,nsubj,nsubj,explicit_ref_case,
832,344,one-to-one,dn_362,ngm_389,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.31991383556104935
833,344,one-to-one,dn_362,ngm_389,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.43225309703004394
834,344,one-to-one,dn_362,ngm_389,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
835,344,one-to-one,dn_362,ngm_389,MISSING,guardians,MISSING,DET,MISSING,nmod,leftover_target,
836,345,one-to-many,dn_363,ngm_390 ngm_392,MISSING,guardians,MISSING,DET,MISSING,nmod,leftover_target,
837,346,one-to-one,dn_364,ngm_391,guardians,guardians,NULL,NULL,nsubj,nsubj,zero_zero_single,
838,347,one-to-one,dn_365,ngm_393,MISSING,guardians,MISSING,NULL,MISSING,nsubj,leftover_target,
839,348,one-to-one,dn_366,ngm_394,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
840,348,one-to-one,dn_366,ngm_394,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
841,352,one-to-one,dn_371,ngm_398,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
842,352,one-to-one,dn_371,ngm_398,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
843,353,one-to-one,dn_372,ngm_399,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
844,354,one-to-one,dn_373,ngm_400,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
845,355,one-to-one,dn_374,ngm_401,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
846,356,one-to-one,dn_375,ngm_402,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
847,357,one-to-one,dn_376,ngm_403,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
848,357,one-to-one,dn_376,ngm_403,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
849,358,one-to-one,dn_377,ngm_404,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
850,359,one-to-one,dn_378,ngm_405,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
851,359,one-to-one,dn_378,ngm_405,Giorgio Ippolita,Giorgio Ippolita,PRON-REFLEX,NOUN,obj,obj,reflex_obj,
852,359,one-to-one,dn_378,ngm_405,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
853,359,one-to-one,dn_378,ngm_405,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
854,359,one-to-one,dn_378,ngm_405,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
855,360,one-to-one,dn_379,ngm_407,Giorgio,Giorgio,PRON,PROPN,nsubj,nsubj,explicit_ref_case,
856,360,one-to-one,dn_379,ngm_407,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
857,361,one-to-one,dn_380,ngm_406,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
858,361,one-to-one,dn_380,ngm_406,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
859,362,one-to-one,dn_381,ngm_408,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
860,362,one-to-one,dn_381,ngm_408,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
861,362,one-to-one,dn_381,ngm_408,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
862,363,one-to-one,dn_382,ngm_410,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
863,364,one-to-one,dn_383,ngm_409,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
864,364,one-to-one,dn_383,ngm_409,MISSING,Ippolita,MISSING,NOUN,MISSING,vocative,leftover_target,
865,365,one-to-one,dn_384,ngm_412,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
866,367,one-to-one,dn_386,ngm_413,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
867,367,one-to-one,dn_386,ngm_413,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
868,369,many-to-one,dn_388 dn_389,ngm_415,Giorgio Ippolita,Giorgio Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
869,369,many-to-one,dn_388 dn_389,ngm_415,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
870,369,many-to-one,dn_388 dn_389,ngm_415,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
871,370,one-to-one,dn_390,ngm_416,Ippolita,Ippolita,PRON,PROPN,nsubj,nsubj,explicit_ref_case,
872,371,one-to-one,dn_391,ngm_417,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
873,371,one-to-one,dn_391,ngm_417,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
874,371,one-to-one,dn_391,ngm_417,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
875,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
876,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
877,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
878,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
879,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
880,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Ippolita,Ippolita,PRON,NOUN,obj,obj,explicit_ref_case,
881,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Ippolita,Ippolita,NOUN,NOUN,pred,obj,explicit_ref_pos,
882,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Ippolita,Ippolita,NOUN,PRON,pred,nsubj,explicit_ref_only,
883,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3731507453305273
884,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
885,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
886,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
887,372,one-to-one,dn_392 dn_393,ngm_418 ngm_419,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
888,373,one-to-one,dn_394,ngm_420,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
889,373,one-to-one,dn_394,ngm_420,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
890,374,one-to-one,dn_395,ngm_421,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
891,374,one-to-one,dn_395,ngm_421,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
892,374,one-to-one,dn_395,ngm_421,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
893,375,many-to-one,dn_396 dn_397,ngm_422,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
894,375,many-to-one,dn_396 dn_397,ngm_422,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
895,376,one-to-many,dn_398,ngm_423 ngm_424,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
896,376,one-to-many,dn_398,ngm_423 ngm_424,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,obj,obj,explicit_full,
897,376,one-to-many,dn_398,ngm_423 ngm_424,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
898,376,one-to-many,dn_398,ngm_423 ngm_424,Giorgio Ippolita,Giorgio Ippolita,DET,PRON,nmod,nsubj,explicit_ref_only,
899,377,one-to-one,dn_399,ngm_425,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
900,377,one-to-one,dn_399,ngm_425,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
901,377,one-to-one,dn_399,ngm_425,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
902,377,one-to-one,dn_399,ngm_425,butler,butler,NOUN,NOUN,nsubj,nsubj,explicit_full,
903,378,one-to-one,dn_400,ngm_426,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
904,378,one-to-one,dn_400,ngm_426,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
905,378,one-to-one,dn_400,ngm_426,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
906,379,many-to-one,dn_401 dn_402,ngm_427,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
907,379,many-to-one,dn_401 dn_402,ngm_427,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
908,379,many-to-one,dn_401 dn_402,ngm_427,butler,butler,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.08647115319967269
909,379,many-to-one,dn_401 dn_402,ngm_427,MISSING,butler,MISSING,NULL,MISSING,nsubj,leftover_target,
910,380,one-to-one,dn_403,ngm_428,AlfonsoExili,AlfonsoExili,NOUN,NOUN,nmod,nmod,explicit_full,
911,380,one-to-one,dn_403,ngm_428,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
912,381,many-to-one,dn_404 dn_405,ngm_429,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.5831962266793618
913,381,many-to-one,dn_404 dn_405,ngm_429,AlfonsoExili,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
914,381,many-to-one,dn_404 dn_405,ngm_429,Giorgio,Giorgio,PROPN,PROPN,vocative,vocative,explicit_full,
915,381,many-to-one,dn_404 dn_405,ngm_429,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
916,381,many-to-one,dn_404 dn_405,ngm_429,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
917,382,one-to-one,dn_406,ngm_430,AlfonsoExili,AlfonsoExili,PROPN,DET,nmod,nmod,explicit_ref_case,
918,382,one-to-one,dn_406,ngm_430,MISSING,AlfonsoExili,MISSING,PROPN,MISSING,nsubj,leftover_target,
919,382,one-to-one,dn_406,ngm_430,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
920,382,one-to-one,dn_406,ngm_430,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
921,383,one-to-one,dn_407,ngm_431,AlfonsoExili,AlfonsoExili,NOUN,NOUN,pred,pred,explicit_full,
922,383,one-to-one,dn_407,ngm_431,AlfonsoExili,AlfonsoExili,NOUN,NOUN,pred,pred,explicit_full,
923,383,one-to-one,dn_407,ngm_431,AlfonsoExili,AlfonsoExili,PROPN,NOUN,nsubj,nsubj,explicit_ref_case,
924,383,one-to-one,dn_407,ngm_431,AlfonsoExili,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
925,383,one-to-one,dn_407,ngm_431,AlfonsoExili,MISSING,NOUN,MISSING,pred,MISSING,leftover_source,
926,383,one-to-one,dn_407,ngm_431,MISSING,AlfonsoExili,MISSING,NULL,MISSING,nsubj,leftover_target,
927,383,one-to-one,dn_407,ngm_431,MISSING,AlfonsoExili,MISSING,NULL,MISSING,nsubj,leftover_target,
928,383,one-to-one,dn_407,ngm_431,MISSING,AlfonsoExili,MISSING,NULL,MISSING,nsubj,leftover_target,
929,383,one-to-one,dn_407,ngm_431,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
930,384,one-to-many,dn_408,ngm_432 ngm_433,AlfonsoExili,AlfonsoExili,DET,PRON,nmod,nmod,explicit_ref_case,
931,384,one-to-many,dn_408,ngm_432 ngm_433,AlfonsoExili,AlfonsoExili,PRON,PRON,nsubj,obj,explicit_ref_pos,
932,384,one-to-many,dn_408,ngm_432 ngm_433,AlfonsoExili,MISSING,NOUN,MISSING,pred,MISSING,leftover_source,
933,384,one-to-many,dn_408,ngm_432 ngm_433,AlfonsoExili,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
934,384,one-to-many,dn_408,ngm_432 ngm_433,AlfonsoExili,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
935,384,one-to-many,dn_408,ngm_432 ngm_433,AlfonsoExili,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
936,385,one-to-one,dn_409,ngm_434,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3905040239388088
937,385,one-to-one,dn_409,ngm_434,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2984030942425347
938,385,one-to-one,dn_409,ngm_434,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.41599200602868325
939,385,one-to-one,dn_409,ngm_434,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3411125118269942
940,385,one-to-one,dn_409,ngm_434,AlfonsoExili,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
941,385,one-to-one,dn_409,ngm_434,MISSING,AlfonsoExili,MISSING,PRON,MISSING,nsubj,leftover_target,
942,385,one-to-one,dn_409,ngm_434,butler,butler,NOUN,NOUN,nsubj,nsubj,explicit_full,
943,386,one-to-one,dn_410,ngm_435,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_single,
944,386,one-to-one,dn_410,ngm_435,Giorgio,Giorgio,PROPN,PROPN,vocative,vocative,explicit_full,
945,386,one-to-one,dn_410,ngm_435,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
946,386,one-to-one,dn_410,ngm_435,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
947,387,one-to-one,dn_411,ngm_436,AlfonsoExili,AlfonsoExili,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
948,388,one-to-one,dn_412,ngm_437,AlfonsoExili,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
949,388,one-to-one,dn_412,ngm_437,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
950,391,one-to-one,dn_415,ngm_440,Giorgio,Giorgio,PROPN,PROPN,vocative,vocative,explicit_full,
951,392,one-to-one,dn_416,ngm_441,AlfonsoExili,AlfonsoExili,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
952,392,one-to-one,dn_416,ngm_441,AlfonsoExili,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
953,393,one-to-many,dn_417,ngm_442 ngm_443,AlfonsoExili,AlfonsoExili,NOUN,NOUN,obj,obj,explicit_full,
954,393,one-to-many,dn_417,ngm_442 ngm_443,AlfonsoExili,AlfonsoExili,PRON,NOUN,obj,nmod,explicit_ref_only,
955,393,one-to-many,dn_417,ngm_442 ngm_443,AlfonsoExili,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
956,393,one-to-many,dn_417,ngm_442 ngm_443,AlfonsoExili,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
957,393,one-to-many,dn_417,ngm_442 ngm_443,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
958,393,one-to-many,dn_417,ngm_442 ngm_443,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
959,393,one-to-many,dn_417,ngm_442 ngm_443,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.24847493093600248
960,393,one-to-many,dn_417,ngm_442 ngm_443,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
961,393,one-to-many,dn_417,ngm_442 ngm_443,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
962,394,one-to-one,dn_418,ngm_444,AlfonsoExili,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
963,394,one-to-one,dn_418,ngm_444,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
964,394,one-to-one,dn_418,ngm_444,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
965,395,one-to-one,dn_419,ngm_445,AlfonsoExili,AlfonsoExili,PROPN,NOUN,nsubj,nsubj,explicit_ref_case,
966,396,one-to-one,dn_420,ngm_446,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
967,397,one-to-one,dn_421,ngm_447,AlfonsoExili,AlfonsoExili,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
968,398,one-to-one,dn_422,ngm_448,AlfonsoExili,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
969,398,one-to-one,dn_422,ngm_448,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
970,399,one-to-one,dn_423,ngm_449,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3411334296067556
971,399,one-to-one,dn_423,ngm_449,AlfonsoExili,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
972,399,one-to-one,dn_423,ngm_449,MISSING,AlfonsoExili,MISSING,NULL,MISSING,nsubj,leftover_target,
973,399,one-to-one,dn_423,ngm_449,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
974,400,one-to-one,dn_424,ngm_450,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
975,401,one-to-one,dn_425,ngm_451,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.38417448268996346
976,401,one-to-one,dn_425,ngm_451,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
977,401,one-to-one,dn_425,ngm_451,butler,butler,NOUN,NOUN,obj,obj,explicit_full,
978,402,one-to-one,dn_426,ngm_452,butler,butler,NOUN,NOUN,nsubj,nsubj,explicit_full,
979,403,one-to-one,dn_427,ngm_453,butler,butler,NULL,NULL,nsubj,nsubj,zero_zero_single,
980,404,one-to-one,dn_428,ngm_454,butler,butler,NOUN,NOUN,nsubj,nsubj,explicit_full,
981,405,many-to-one,dn_429 dn_430,ngm_455,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
982,405,many-to-one,dn_429 dn_430,ngm_455,butler,butler,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.2914494609832764
983,405,many-to-one,dn_429 dn_430,ngm_455,butler,butler,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.23002003322045006
984,406,one-to-one,dn_431,ngm_456,MISSING,Giorgio,MISSING,PRON,MISSING,obj,leftover_target,
985,406,one-to-one,dn_431,ngm_456,butler,butler,NOUN,NOUN,nsubj,nsubj,explicit_full,
986,407,one-to-one,dn_432,ngm_457,butler,butler,NULL,NULL,nsubj,nsubj,zero_zero_single,
987,408,one-to-one,dn_433,ngm_458,AlfonsoExili,AlfonsoExili,PROPN,NOUN,nsubj,nsubj,explicit_ref_case,
988,408,one-to-one,dn_433,ngm_458,MISSING,AlfonsoExili,MISSING,NULL,MISSING,nsubj,leftover_target,
989,408,one-to-one,dn_433,ngm_458,butler,butler,NOUN,NOUN,nsubj,nsubj,explicit_full,
990,409,one-to-one,dn_434,ngm_459,AlfonsoExili,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
991,409,one-to-one,dn_434,ngm_459,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
992,411,one-to-one,dn_436,ngm_461,AlfonsoExili,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
993,411,one-to-one,dn_436,ngm_461,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
994,413,one-to-one,dn_438,ngm_463,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_single,
995,414,one-to-one,dn_439,ngm_464,AlfonsoExili,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
996,414,one-to-one,dn_439,ngm_464,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
997,414,one-to-one,dn_439,ngm_464,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
998,415,many-to-one,dn_440 dn_441,ngm_465,AlfonsoExili,AlfonsoExili,PROPN,NOUN,nsubj,nsubj,explicit_ref_case,
999,415,many-to-one,dn_440 dn_441,ngm_465,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3902296010300852
1000,415,many-to-one,dn_440 dn_441,ngm_465,MISSING,AlfonsoExili,MISSING,NULL,MISSING,nsubj,leftover_target,
1001,415,many-to-one,dn_440 dn_441,ngm_465,MISSING,AlfonsoExili,MISSING,NULL,MISSING,nsubj,leftover_target,
1002,416,one-to-one,dn_442,ngm_466,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
1003,417,one-to-one,dn_443,ngm_467,AlfonsoExili,AlfonsoExili,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
1004,417,one-to-one,dn_443,ngm_467,AlfonsoExili,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
1005,418,one-to-one,dn_444,ngm_468,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
1006,419,one-to-one,dn_445,ngm_469,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4309881857325954
1007,419,one-to-one,dn_445,ngm_469,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4046623786427824
1008,419,one-to-one,dn_445,ngm_469,AlfonsoExili,AlfonsoExili,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
1009,419,one-to-one,dn_445,ngm_469,AlfonsoExili,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
1010,419,one-to-one,dn_445,ngm_469,AlfonsoExili,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
1011,419,one-to-one,dn_445,ngm_469,AlfonsoExili,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
1012,420,one-to-one,dn_446,ngm_470,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
1013,420,one-to-one,dn_446,ngm_470,MISSING,Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
1014,421,one-to-one,dn_447,ngm_471,Ippolita,Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
1015,421,one-to-one,dn_447,ngm_471,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
1016,422,many-to-one,dn_448 dn_449,ngm_472,AlfonsoExili,AlfonsoExili,PROPN,NOUN,vocative,vocative,explicit_ref_case,
1017,422,many-to-one,dn_448 dn_449,ngm_472,AlfonsoExili,AlfonsoExili,NULL,NULL,nsubj,nsubj,zero_zero_single,
1018,422,many-to-one,dn_448 dn_449,ngm_472,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
1019,423,one-to-one,dn_450,ngm_473,Ippolita,Ippolita,PRON,NOUN,vocative,nsubj,explicit_ref_only,
1020,424,one-to-one,dn_451,ngm_474,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
1021,425,one-to-one,dn_452,ngm_475,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
